#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
964,numerical,neutrophils,neutrophil,"cells pmn|polymorphonuclear neutrophils|blood pmn|polymorphonuclear neutrophil|marrow neutrophil|neutrophil leucocyte|polymorph|polymorphonuclear cell|blood neutrophil|pmn|neutrophilic leukocyte|neutrophilic granulocyte|neutrophil leukocyte|heterophile leucocyte|polymorphonuclear leucocyte|polymorphonuclear leukocyte|pmn - polymorphonuclear leucocyte|neutrophile|pmn cell|polymorphonuclear cells|blood segmented neutrophil|neutrophil|leukocyte, polymorphonuclear|polymorphonuclear leukocytes|neutrophils|polymorphs|heterophil granulocyte|leukocytes, polymorphonuclear|pmn - polymorphonuclear leukocyte",,,
965,numerical,immunoglobulin g,immunoglobulin G,"immunoglobulin g  substance|immunoglobulin igg, nos|immunoglobulin igg|immunoglobulin g  igg|g immunoglobulins|immunoglobulin g|igg|7s gamma globulin|gamma globulin, 7s",,,
966,numerical,carcinoembryonic antigen,Carcinoembryonic Antigen,"cd66e antigen|carcinoembryonic antigen|cd66e antigens|cea - carcinoembryonic antigen|cea|carcinoembryonic antigen  substance|cea family protein|antigen, carcinoembryonic|lymphocyte antigen cd66e|carcinoembryonic antigen family protein|carcinoembryonal antigen|antigen, cd66e|antigens, cd66e|carcinoembryonic antigens",,,
967,numerical,"glomerular filtration rate, estimated",Glomerular Filtration Rate,"rate, glomerular filtration|filtration rates, glomerular|glomerular filtration rate, nos|glomerular filtration rate  observable entity|filtration rate, glomerular|rates, glomerular filtration|glomerular filtration rate|glomerular filtration rates|rate filtration glomerular|gfr|filtration glomerular rate",,,
968,numerical,testosterone,testosterone,testosteronum|testosterone  substance|testosterones|17beta -17-hydroxyandrost-4-en-3-one|product containing testosterone  medicinal product|4-androsten-17β-ol-3-one|testosteron|testosterone|17 beta hydroxy 4 androsten 3 one|testosterone-containing product|17beta-hydroxy-4-androsten-3-one|testostérone|17-beta-hydroxy-4-androsten-3-one|androst-4-en-17beta-ol-3-one|delta4-androsten-17beta-ol-3-one|testosterona|trans-testosterone,,,
969,numerical,prothrombin time,Prothrombin time assay,"protime|prothrombin time  procedure|plasma prothrombin test|prothrombin time|pt|times, prothrombin|prothrombin time  pt  test|pt assay|quick one stage prothrombin time|time, prothrombin|pt - prothrombin time|prothrombin test|quick one-stage prothrombin time|prothrombin times|prothrombin time test",,,
970,numerical,white blood cells,White Blood Cell Count procedure,"white blood cell count procedure|counts, leukocyte|leukocytes|number, leukocyte|blood cell count, white|count, leukocyte|leukocyte numbers|white blood cell count  procedure|wbc - white blood cell count|leukocyte count|numbers, leukocyte|white blood cells|leukocyte counts|wcc - white blood cell count|leukocyte number|wbc|white blood cell count - observation|white blood cell count|whole blood leukocyte counts|wbc count",,,
971,numerical,troponin,Troponin,"troponin  substance|troponin|troponins|troponin, nos|troponin complex",,,
972,numerical,bilirubin,Bilirubin,"bilirubin ix alpha|total bilirubin|bilirubin, nos|bilirubin  substance|21h-biline-8,12-dipropanoic acid, 2,17-diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-|bilirubin|conjugated and unconjugated bilirubin|bilirubin, total",,,
973,numerical,monocytes,Monocytes,"monocytes|monocyte|blood monocytes|monocyte  cell|monocyte, nos|marrow monocyte|blood monocyte|monocytic",,,
974,numerical,creatine kinase,Creatine Kinase,"creatine phosphokinase  cpk|phosphocreatine kinase|cpk|adenosine triphosphate-creatine transphosphorylase|cpk - creatine phosphokinase|creatine phosphokinase|creatine phosphotransferase, atp|phosphokinase, creatine|ck|kinase, creatine|atp:creatine n-phosphotransferase|creatine kinase  substance|atp:creatine phosphotransferase|atp creatine phosphotransferase|creatine kinase|phosphotransferase, atp creatine|phosphotransferase, adp phosphocreatine|creatine phosphotransferase|adp phosphocreatine phosphotransferase|creatine kinase  ck|phosphocreatine phosphotransferase, adp|ck - creatine kinase",,,
975,numerical,lymphocytes,Lymphocyte,"lymphocyte  cell|marrow lymphocyte|blood lymphocyte|lymphocyte, nos|lymphocytic cell|lymphocytic|lymphocytic cell, nos|blood lymphocytic cell|lymphocyte|lymph cell|lymphocytes",,,
976,numerical,carbon dioxide,carbon dioxide,"carbon dioxides|anhydride, carbonic|co2|carbon dioxide  substance|carbon dioxide|carbon dioxide gas  product|carbonic acid gas|dioxide, carbon|carbonic anhydride|carbon dioxide  co2|co2 - carbon dioxide|carbon dioxide, nos|carbon dioxide gas",,,
977,numerical,leukocyte esterase,Leucocyte esterase,indoxyl esterase|leukocyte esterase|leucocyte esterase|leukocyte indoxyl esterase|esterase leukocytes|leukocyte esterase  substance|esterase leucocyte,,,
978,numerical,bicarbonate,Bicarbonates,"hco3|carbonates, hydrogen|bicarbonate  hco3|bicarbonate, nos|hco3 - bicarbonate|bicarbonate|bicarbonate  substance|bicarbonates|hydrogen carbonates",,,
979,numerical,magnesium,magnesium,"mg - magnesium|mg element|magnesium  substance|magnesium-containing product|magnesium|magnesio|mgs|magnesium, nos|magnésium|product containing magnesium  medicinal product|magnesium metallicum",,,
980,numerical,basophils,Basophils,marrow basophil|basophilic granulocyte|blood basophil|basophil leukocyte|basophil granulocyte|basophil|basophils|basophilic leukocyte,,,
981,numerical,hdl cholesterol,High Density Lipoprotein Cholesterol,"cholesterol, alpha-lipoprotein|alpha-lipoprotein cholesterol|lipoproteins, hdl cholesterol|high density lipoprotein  hdl  cholesterol|alpha lipoprotein cholesterol|hdlc - high density lipoprotein cholesterol|hdl - high density lipoprotein cholesterol|high density lipoprotein cholesterol|cholesterol hdl|cholesterol, hdl|high density lipoprotein cholesterol  substance|hdl cholesterol",,,
982,numerical,amylase,amylase,amylase  substance|diastases|diastase|amylases|amylase|product containing amylase  medicinal product|amylase-containing product,,,
983,numerical,direct bilirubin,Bilirubin,"bilirubin ix alpha|total bilirubin|bilirubin, nos|bilirubin  substance|21h-biline-8,12-dipropanoic acid, 2,17-diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-|bilirubin|conjugated and unconjugated bilirubin|bilirubin, total",,,
984,numerical,ferritin,Ferritin,ferritin  substance|ferritin|ferritins,,,
985,numerical,gamma glutamyl transferase,Gamma-glutamyl transferase,"ggt|gamma glutamyltransferase|gamma-glutamyltransferase  substance|gamma-glutamyl transpeptidase|transpeptidase, glutamyl|gamma glutamyl transferase|glutamyl transpeptidase|5-l-glutamyl -peptide:amino-acid 5-glutamyltransferase|gamma glutamyltranspeptidase|ggt - gamma-glutamyl transferase|gamma-glutamyl-transpeptidase  gammagtp|transpeptidase, gamma-glutamyl|ggtp|gammaglutamyltransferase|gamma-glutamyltransferase|gamma-gt|gamma-glutamyl transferase|gamma gtp|ec 2.3.2.2|gamma glutamyl transpeptidase",,,
986,numerical,nitrite,Nitrites,"nitrite salt, nos|nitrite|nitrites|nitrite salt|nitrite salt  substance",,,
987,numerical,ketone bodies,Ketone Bodies,"ketone body analyte|body ketone|ketone bodies|bodies ketones|ketone body|bodies, ketone|ketone body  substance|body ketones",,,
988,numerical,creatine,creatine,"n- aminoiminomethyl -n-methylglycine|n-amidinosarcosine|methylglycocyamine|alpha-methylguanidino acetic acid|creatines|n-methylcarbamimidamido acetic acid|creatine  substance|amino imino methyl  methyl amino acetic acid|n-carbamimidoyl-n-methylglycine|creatine|alpha-methylguanido acetic acid|n-methyl-n-guanylglycine|α-methylguanido acetic acid|glycine, n- aminoiminomethyl -n-methyl-|creatin|kreatin",,,
989,numerical,urobilinogen,Urobilinogen,"urob - urobilinogen|urobilinogen  substance|urobilinogen|urobilinogens|urobilinogen, nos|ubg - urobilinogen|21h-biline-8,12-dipropanoic acid, 2,17-diethyl-1,4,5,10,15,16,19,22,23,24-decahydro-3,7,13,18-tetramethyl-1,19-dioxo-",,,
990,numerical,calcium,calcium,"factor iv|calcium, elemental|calcium, nos|calcium|ca - calcium|calcium  nos|calcium, coagulation factor|calciums|calcium coagulation factor|calcio|product containing calcium  medicinal product|ca++ element|ca|factor iv, coagulation|calcium-40|kalzium|coagulation factor iv|calcium 40|calcium-containing product|ca element|blood coagulation factor iv|calcium  substance|elemental calcium",,,
991,numerical,ph,Hydrogen-Ion Concentration,"h^+^ concentration|hydrogen-ion concentration|hydrogen-ion concentration  ph|hydrogen ion concentration|hydrogen-ion concentrations|potential of hydrogen|hydrogen ion concentration  observable entity|concentration, hydrogen-ion|ph|h<sup>+</sup> concentration|concentrations, hydrogen-ion|[ph]|h+ concentration",,,
992,numerical,"parathyroid hormone, intact","PTH protein, human","hpth 1-84|pth protein, human|parathyroid hormone|parathyroid hormone, human|parathyroid hormone 1|prepro-pth|pth|parathormone|parathyrin",,,
993,numerical,ggt,Gamma-glutamyl transferase,"ggt|gamma glutamyltransferase|gamma-glutamyltransferase  substance|gamma-glutamyl transpeptidase|transpeptidase, glutamyl|gamma glutamyl transferase|glutamyl transpeptidase|5-l-glutamyl -peptide:amino-acid 5-glutamyltransferase|gamma glutamyltranspeptidase|ggt - gamma-glutamyl transferase|gamma-glutamyl-transpeptidase  gammagtp|transpeptidase, gamma-glutamyl|ggtp|gammaglutamyltransferase|gamma-glutamyltransferase|gamma-gt|gamma-glutamyl transferase|gamma gtp|ec 2.3.2.2|gamma glutamyl transpeptidase",,,
994,numerical,mean corpuscular volume,Mean Corpuscular Volume (result),"finding of mean cell volume  finding|erythrocyte volume, mean cell|mean corpuscular volumes|mean corpuscular volume  mcv|volume, mean corpuscular|mean cell volume - finding|corpuscular mean volume|mean cell volume|cell volumes, mean|mcv|corpuscular volumes, mean|mean cell volumes|volumes, mean corpuscular|erythrocyte mean corpuscular volume|finding of mean cell volume|volumes, mean cell|volume, mean cell|mean corpuscular volume",,,
995,numerical,globulin,Globulins,"globulin  substance|globulin|globulin, nos|globulins|serum globulin",,,
996,numerical,lipase,lipase,"triacylglycerol lipase-containing product|triacylglycerol lipase|lipase|triacylglycerol lipase  substance|product containing triacylglycerol lipase  medicinal product|triglyceridase|triacylglycerol acylhydrolase|lipase, triglyceride|triolean hydrolase|triacylglycerol hydrolase|lipases|triglyceride lipase|hydrolase, triacylglycerol|tributyrase|tributyrinase|hydrolase, triolean",,,
997,numerical,ketone bodies excretion rate,Ketone Bodies,"ketone body analyte|body ketone|ketone bodies|bodies ketones|ketone body|bodies, ketone|ketone body  substance|body ketones",,,
998,numerical,erythrocyte sedimentation rate,Erythrocytes,"erythrocytes|cells red blood|blood cells rbc red|rbcs|blood erythrocytes|bloods cells red|red blood cells|corpuscles, red blood|normocyte|blood cell, red|blood corpuscle|erythrocyte, nos|blood corpuscles, red|blood normocyte|rbc - red blood cell|red cell of marrow|reticuloendothelial system, erythrocytes|erythrocyte|blood erythrocytic cell|blood erythrocyte|blood corpuscles red|red blood corpuscle|corpuscle, red blood|marrow erythrocyte|red blood corpuscule|blood red cell|erythrocytic|anucleate erythrocyte|red blood corpuscles|blood cells, red|erythrocytic cells|red blood cell|red cell|red cells|erythrocyte  cell|rbc|blood corpuscle, red",,,
999,numerical,chloride,Chlorides,"chloride salt|chloride, nos|chlorides|chloride salt, nos|chloride|chloride salt  substance",,,
1000,numerical,occult blood,Occultism,occultism|occultism  religion/philosophy|occult|occultisms,,,
1001,numerical,alkaline phosphatase,Alkaline Phosphatase,"alkp|alp - alkaline phosphatase|alkaline phosphatase  alp|alkaline phosphatase|alkaline phosphatases|alk phos|glycerophosphatase|phosphomonoesterase|alp|alkaline phosphatase  substance|ap|orthophosphoric-monoester phosphohydrolase  alkaline optimum|alkaline phosphomonoesterase|phosphatase, alkaline|alkphos|ap - alkaline phosphatase",,,
1002,numerical,ketones,Ketones,"ketone, nos|ketones|ketone  substance|ketone|product containing ketone  product|ketone-containing product",,,
1003,numerical,reticulocytes,Reticulocytes,marrow reticulocyte|polychromatophilic erythrocyte|blood reticulocyte|diffusely basophilic erythrocyte|reticulocyte|cells reticulocytes|reticulocyte  cell|reticulocytes,,,
1004,numerical,estimated creatinine clearance,Estimated,estimate|estimates|estimated  qualifier value|estimation|estimating|estimated,,,
1005,numerical,total bilirubin,Bilirubin,"bilirubin ix alpha|total bilirubin|bilirubin, nos|bilirubin  substance|21h-biline-8,12-dipropanoic acid, 2,17-diethenyl-1,10,19,22,23,24-hexahydro-3,7,13,18-tetramethyl-1,19-dioxo-|bilirubin|conjugated and unconjugated bilirubin|bilirubin, total",,,
1006,numerical,cotinine,Cotinine,"s- - -cotinine|scotine|1-methyl-5- 3-pyridinyl -2-pyrrolidinone|cotinine|2-pyrrolidinone, 1-methyl-5- 3-pyridinyl -,  s -|s -1-methyl-5- 3-pyridinyl -2-pyrrolidinone|cotinine  substance",,,
1007,numerical,sgot,Aspartate aminotransferase measurement,serum aspartate transaminase test|got measurement|serum sgot|ast|serum ast|aspartate aminotransferase|glutamic oxaloacetic transaminase measurement|sgot|sgot measurement|aspartate amino transferase  sgot  measurement|aspartate aminotransferase measurement|aspartate aminotransferase measurement  procedure|ast measurement|aspartate aminotransferase  ast  assay test,,,
1008,numerical,ery. mean corpuscular volume,ery. mean corpuscular volume,,,,
1009,numerical,blasts,Blast (physical force),blast|blast  physical force|blasts|blasted,,,
1010,numerical,thrombin time,TT - Thrombin time result,thrombin time,,,
1011,numerical,hemoglobin a1c,Glycosylated hemoglobin A,"hemoglobin a1c|hb a1|hb a1a+b|hba1c|glycosylated haemoglobin a|hb a1c|hemoglobin a, glycated|haemoglobin a1c|hemoglobin a, glycosylated|hba1|glycated hemoglobin a|hemoglobin a 1|glycosylated hemoglobin a|glycohemoglobin a",,,
1012,numerical,ery. mean corpuscular hemoglobin,ery. mean corpuscular hemoglobin,,,,
1013,numerical,sgpt,Alanine aminotransferase measurement,alt|sgpt|sgpt measurement|gpt measurement|alanine aminotransferase measurement|alt measurement|alanine amino transferase  sgpt  measurement|alanine aminotransferase  alt  level test|alanine aminotransferase measurement  procedure|glutamic pyruvate transaminase measurement|alanine aminotransferase,,,
1014,numerical,lymphocytes atypical,Lymphocyte,"lymphocyte  cell|marrow lymphocyte|blood lymphocyte|lymphocyte, nos|lymphocytic cell|lymphocytic|lymphocytic cell, nos|blood lymphocytic cell|lymphocyte|lymph cell|lymphocytes",,,
1015,numerical,acetoacetic acid,Acetoacetic acid,3-ketobutyric acid|3-oxobutyric acid|diacetic acid|acetoacetic acid|acetoacetic acid  substance,,,
1016,numerical,beta-hydroxybutyrate,3-Hydroxybutyrate,3-hydroxybutyrate|3-hydroxybutyrate  substance|beta-hydroxy-n-butyrate|beta hydroxybutyrate|b-hb|3-oh-butyrate|beta-hydroxybutanoate|beta-hydroxybutyrate|3-hydroxybutanoate|3 hydroxybutyrate|3-oh butyrate,,,
1017,numerical,abnormal cells,Abnormal,abnormal  qualifier value|deviant|abnormal,,,
1018,numerical,lactate dehydrogenase,Lactate Dehydrogenase,"ld - lactate dehydrogenase|ldh - lactate dehydrogenase|s -lactate:nad+ oxidoreductase|nad-lactate dehydrogenase|l- + -lactate dehydrogenase|dehydrogenase, l-lactate|lactic acid dehydrogenase|l-lactate dehydrogenase|dehydrogenase lactate|lactate dehydrogenase|lactate dehydrogenases|l lactate dehydrogenase|l-lactic acid dehydrogenase|ldh|lactate dehydrogenase  substance|ec 1.1.1.27|l-lactate dehydrogenase  substance|dehydrogenase, lactate",,,
